0.000000000000000000e+00,3.183976657612060279e+01,1.495581047883894499e+01,3.363117176286165488e+01,1.885397377591954537e+01,4.694712129240640763e+01,1.308304761177137898e+01,1.294837714369708159e+01,2.739100954236767294e+01,1.071669515902240555e+01,5.063999262331366324e+00,2.674432910197532465e+01,2.579538670806570977e+01,1.598621477948420555e+01,2.352653598141692015e+01,4.431113574260860055e+00,1.791414537115472427e+01,8.666087412093400388e+00,9.842690043136368416e+00,1.715320078487077637e+01,2.153085733378937050e+01,5.413837805100402356e+00,9.742039148287803485e+00,1.321838442334570018e+01,1.105523450136873187e+01,2.019509684205061362e+01,9.983500132361681878e+00,1.328206098867853946e+01,8.066176186853564190e+00,1.804706060044831162e+01,2.134544484904109751e+01
3.183976657612060279e+01,0.000000000000000000e+00,2.446384657136945862e+01,4.442835785295120843e+01,4.968076081736104044e+01,7.878609471667060404e+01,4.223938243319442165e+01,1.935876615561788228e+01,2.402548931887730532e+01,2.453350261978857105e+01,2.896889807648856419e+01,1.539343542792627417e+01,8.294634178472980679e+00,3.377714198148893132e+01,1.215406541374600558e+01,2.877664285407743705e+01,1.581290925525451030e+01,3.845966775133688031e+01,2.235151113087788843e+01,2.033897101538995855e+01,1.338645411380910133e+01,2.894297241712078872e+01,3.980945195817958648e+01,1.878881170279376533e+01,2.697203652405330487e+01,5.147704791974755523e+01,3.216781268039923702e+01,4.432314783547300863e+01,2.733999807489503198e+01,2.431944048139567371e+01,5.036674012880240525e+01
1.495581047883894499e+01,2.446384657136945862e+01,0.000000000000000000e+00,2.360690610917776056e+01,2.751447859462918544e+01,5.796799710671161421e+01,2.802306087426756065e+01,8.811315517794460206e+00,1.243793331403194991e+01,4.625295864460762019e+00,9.908253971266434590e+00,1.351769532962087617e+01,2.223570514221133720e+01,2.811599102444902698e+01,1.276706158505110089e+01,1.568537659127360584e+01,8.926187466013248084e+00,1.690770702944630344e+01,8.910528996609841101e+00,4.197970088657508647e+00,1.115692078182794056e+01,9.581980205996387667e+00,1.816866754635725201e+01,9.970259314611546131e+00,4.177562833889783889e+00,2.976383173385114844e+01,2.276598652367976428e+01,2.761560162979315081e+01,6.899915566884928353e+00,3.122161550633144600e+00,2.688047395895134883e+01
3.363117176286165488e+01,4.442835785295120843e+01,2.360690610917776056e+01,0.000000000000000000e+00,3.271174816093486015e+01,5.965165707026736186e+01,4.429630453854058203e+01,3.241767305236858476e+01,2.086674435327596200e+01,2.728801543457323930e+01,2.955775622275666592e+01,2.925773105936009344e+01,4.474149847665842827e+01,4.938686096638515011e+01,3.256709949620061906e+01,3.656756454050197647e+01,3.143912195935514120e+01,2.877950923118067905e+01,3.208658780452896764e+01,2.625964331207672942e+01,3.194772521610958904e+01,2.918064554912213637e+01,2.910942246703125136e+01,3.357715255655521958e+01,2.480228908754187245e+01,3.523173165420902819e+01,4.345479761328372348e+01,4.160471686822791781e+01,2.747627796196966088e+01,2.179644363247928140e+01,2.811738310444023980e+01
1.885397377591954537e+01,4.968076081736104044e+01,2.751447859462918544e+01,3.271174816093486015e+01,0.000000000000000000e+00,3.054002307519815673e+01,1.843612194009258332e+01,3.032531634425285816e+01,3.800202147834034605e+01,2.554066559538761894e+01,2.072073196215775326e+01,4.103198893209901144e+01,4.439557135557929968e+01,3.035587356556210281e+01,3.954937766409979361e+01,2.307702541500870552e+01,3.435087755502010509e+01,1.122474096219384521e+01,2.739125926932202049e+01,3.138260627663146352e+01,3.764883006727129811e+01,2.073802985598628013e+01,9.872984830195914441e+00,3.096103757804817036e+01,2.371414527825141505e+01,2.591760701371554898e+00,2.546043220709738009e+01,1.390375709439510210e+01,2.250627666938368776e+01,2.964009641258921590e+01,5.644143900185857987e+00
4.694712129240640763e+01,7.878609471667060404e+01,5.796799710671161421e+01,5.965165707026736186e+01,3.054002307519815673e+01,0.000000000000000000e+00,3.872318917523574555e+01,5.965533347578480061e+01,6.846104711176279523e+01,5.558455214125718413e+01,5.021426640323265644e+01,7.147136285333608896e+01,7.244421452777673665e+01,5.160004857966081460e+01,6.959941814504837510e+01,5.028906309642194827e+01,6.418251934316984375e+01,4.121218393316744510e+01,5.656843066735483205e+01,6.171241619667031131e+01,6.764376851789737088e+01,5.032326760157589263e+01,3.989466392523069516e+01,6.007677674860398298e+01,5.404456818539915020e+01,2.820896679805698426e+01,4.927678547191989367e+01,3.526051109469337064e+01,5.246297702762894488e+01,6.017368822832776232e+01,3.277955786201020061e+01
1.308304761177137898e+01,4.223938243319442165e+01,2.802306087426756065e+01,4.429630453854058203e+01,1.843612194009258332e+01,3.872318917523574555e+01,0.000000000000000000e+00,2.501965129794630371e+01,4.046095494165180639e+01,2.378136832835962267e+01,1.811484072764331898e+01,3.951951754924899518e+01,3.492873838812917597e+01,1.328139256523613021e+01,3.578997791972673070e+01,1.400789616050312070e+01,3.022469172033884988e+01,1.556611928263203559e+01,2.210113664885988527e+01,3.014540496475311215e+01,3.382829628518227594e+01,1.844509675471294941e+01,1.545622069841135371e+01,2.494137710461098223e+01,2.403726776717290647e+01,1.802132209187598733e+01,1.067684331362949024e+01,4.647858847199258570e+00,2.112349045868380415e+01,3.109663014734674391e+01,2.348554875851628054e+01
1.294837714369708159e+01,1.935876615561788228e+01,8.811315517794460206e+00,3.241767305236858476e+01,3.032531634425285816e+01,5.965533347578480061e+01,2.501965129794630371e+01,0.000000000000000000e+00,1.838722026098760054e+01,6.033378523730089427e+00,9.610198136270991398e+00,1.483698930084773160e+01,1.482071316225567159e+01,2.138168126181084006e+01,1.077248487014300515e+01,1.104148443482336894e+01,5.223123581008247029e+00,1.910950990848392550e+01,3.110813695361113407e+00,7.297803061509773315e+00,8.809211482147595973e+00,9.588298763918340128e+00,2.045717748435741257e+01,1.163654920092499490e+00,8.891860716144588395e+00,3.212611586157350274e+01,1.700482275599888737e+01,2.609233541416547553e+01,8.236186465838262194e+00,1.105742518575603661e+01,3.125833124573536637e+01
2.739100954236767294e+01,2.402548931887730532e+01,1.243793331403194991e+01,2.086674435327596200e+01,3.800202147834034605e+01,6.846104711176279523e+01,4.046095494165180639e+01,1.838722026098760054e+01,0.000000000000000000e+00,1.682997391674947707e+01,2.234611501616235785e+01,8.632378986107953622e+00,2.602484894240114954e+01,3.958912996326095168e+01,1.307329955465857019e+01,2.778050212818049047e+01,1.461134032250655856e+01,2.842254749238248834e+01,2.003813303384441369e+01,1.120867191206780689e+01,1.326031920982935652e+01,2.201801208804529608e+01,2.954888142276392315e+01,1.927002066533317759e+01,1.648974407068704195e+01,4.045816811764894538e+01,3.466412777782683463e+01,3.993023935600952257e+01,1.933754498836607283e+01,9.385251802333046456e+00,3.605745974535309983e+01
1.071669515902240555e+01,2.453350261978857105e+01,4.625295864460762019e+00,2.728801543457323930e+01,2.554066559538761894e+01,5.558455214125718413e+01,2.378136832835962267e+01,6.033378523730089427e+00,1.682997391674947707e+01,0.000000000000000000e+00,5.863407762805286971e+00,1.633319403980152984e+01,2.076614792516469521e+01,2.351933855930040096e+01,1.403834961594459507e+01,1.107116067973251461e+01,8.851989618194014753e+00,1.441660121775291259e+01,4.809395051672264110e+00,6.521698339241250864e+00,1.211472578411118484e+01,5.616403955330571129e+00,1.575848366117918786e+01,7.112932556515178639e+00,2.870916678142292788e+00,2.757237091928491424e+01,1.814079009774071949e+01,2.377464812062650168e+01,3.136202478112841252e+00,7.713952477178162681e+00,2.583931434757949219e+01
